review;sentiment_classification;Topico_Dominante;Porcentaje_Similitud
it very beautiful and very good volume for the ears;positive;4;23.360000610351562%
love it;positive;0;58.31999969482422%
I've been on Spotify for years and I love it;positive;1;44.95000076293945%
so far just right for me;positive;5;72.05999755859375%
I am very enjoyed Spotify I like listen to music keeps me happy and peaceful;positive;1;49.380001068115234%
Only music app I use! I've been a Spotify user since the beginning, and even purchased The Car Thing, which I was sad to see leave. I have never had a problem, I love all the genres, the AI features...there's so many good reasons to have Premium because it's just SO worth it!;positive;1;64.02999877929688%
I love the personalized playlists that Spotify creates for me and the AI DJ option. I've never had any issues with the app. Always runs smoothly! I'm very pleased with it.;positive;1;62.810001373291016%
Amazing;positive;0;58.33000183105469%
excited;positive;0;16.670000076293945%
all the songs are in this app;positive;2;72.01000213623047%
gorgeous 🫶🖤;positive;0;16.670000076293945%
very good app. they got music;positive;2;31.559999465942383%
Sleeping pills🫠❤️;positive;0;16.670000076293945%
👍;positive;0;16.670000076293945%
I love Spotify;positive;0;72.16999816894531%
Super nice!;positive;3;72.22000122070312%
Awesome;positive;0;58.33000183105469%
😋;positive;0;16.670000076293945%
tutto bene;positive;0;16.670000076293945%
I always vibe when I'm on Spotify 😼;positive;1;79.0999984741211%
my spotify dos not working properly;positive;4;43.880001068115234%
I use it for everything;positive;1;72.05999755859375%
the app is ok too me, sometimes some songs have no lyrics to sing with this I don't like;positive;2;58.22999954223633%
love it, 😁;positive;0;58.31999969482422%
excellent!!;positive;3;58.33000183105469%
fire 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥;positive;2;58.33000183105469%
it gives very beautiful feel but only problems are ad;positive;1;49.650001525878906%
love it;positive;0;58.31999969482422%
there do good;positive;4;58.33000183105469%
very best app;positive;0;72.16999816894531%
Great app!!! I have had this for years now and no other music app compares for me! I love it!!! it's easy to use, easy to share and a good price!!;positive;5;54.290000915527344%
This is best app. I like this app many more. Old and New all songs are available on this.;positive;4;47.290000915527344%
I love the music;positive;0;72.18000030517578%
Absolutely love Spotify!!;positive;0;54.029998779296875%
"Would be nice to actually be able to use the app offline when it's in ""offline"" mode.";positive;2;37.2400016784668%
rly good;positive;4;58.33000183105469%
I am overwhelmed at the amount of music available to me now. thank you Spotify.;positive;0;50.95000076293945%
The BEST music app out there!!;positive;0;79.12000274658203%
very good mix and sound;positive;3;54.150001525878906%
Good;positive;4;58.33000183105469%
very good this app;positive;4;72.02999877929688%
❤️❤️❤️❤️;positive;0;16.670000076293945%
I absolutely love the new dj and layout. I love love love you, Spotify!;positive;0;46.560001373291016%
best music;positive;0;72.18000030517578%
Better then social media;positive;1;58.209999084472656%
great app but can i just undo my liked songs🥹..;positive;2;83.27999877929688%
excelente;positive;3;58.33000183105469%
Name a better app.;positive;2;54.060001373291016%
Spotify premium❤️💙;positive;1;72.19000244140625%
its good, no complaining 😃;positive;4;58.33000183105469%
always lit 😅;positive;5;58.290000915527344%
love it 🫶🏻;positive;0;58.31999969482422%
love this;positive;0;58.31999969482422%
nice;positive;3;58.33000183105469%
COOL;positive;0;58.33000183105469%
great !;positive;2;58.290000915527344%
PEAK!! I use this almost everyday!!! I listen to all my fav songs and u can make playlists based off characters, shows, or just stuff u like!! 10/10;positive;1;41.16999816894531%
It absolutely makes my commute amazing! It put a smile on my face and a song in my heart. Sometimes I'm in the mood for a podcast, the selection is wonderful.;positive;2;56.20000076293945%
EEEE very good;positive;4;58.33000183105469%
amazing;positive;0;58.33000183105469%
good;positive;4;58.33000183105469%
ok;positive;3;58.33000183105469%
I love thissss app;positive;0;72.16000366210938%
the best sound and I'm finding all my music.;positive;0;37.16999816894531%
this is the BEST app i have had!;positive;0;72.16999816894531%
there's no doubt about this app...;positive;2;72.0199966430664%
I love this app! DJ Xavier knows just what I need!;positive;1;52.86000061035156%
Quite easy finding artists;positive;2;61.7599983215332%
best app (besides apple music if you're an apple user) out there. was on Pandora when it first came out 50 years ago. then I got turned on to Spotify. and apple iTunes. but now just on an android, I love Spotify.;positive;2;42.880001068115234%
Tuff asl;positive;0;16.670000076293945%
VERY SIGMA;positive;0;16.670000076293945%
Spotify is a best music app based on my research on behalf of it is good to be used for music playing and also podcasting good app;positive;0;48.959999084472656%
this app is very good, working smoothly without any stupidly ads;positive;4;60.869998931884766%
good;positive;4;58.33000183105469%
this app does everything you want definitely 6x respect Paul R;positive;1;44.65999984741211%
Great application;positive;2;38.869998931884766%
excellent;positive;3;58.33000183105469%
Spotify is an excellent app for listening music;positive;0;43.709999084472656%
simply the best❤;positive;0;72.22000122070312%
it is a very nice app. It has a large choices of SONGS, ARTIST, and GENRE of MUSIC to select.;positive;2;71.26000213623047%
An excellent app any day.;positive;3;54.0099983215332%
very fast;positive;5;58.33000183105469%
love Spotify it brings me closer to my fav artist Ayra starr;positive;1;32.689998626708984%
Spotify compared to Amazon music is amazing I have been trying Amazon music and most of the songs that I like aren't there but that isn't a problem with Spotify. also you can watch videos on Spotify to which is amazing. for me because I have a time limit on my phone the fact that if you put something on Spotify then lock your phone it doesn't use any time where as Amazon music does use time. the one thing I don't like is you have a limit on lyrics and how many you see but other otherwise it's👍;positive;2;48.33000183105469%
Awesome, love it.I have no complaints .. thank you..Beau;positive;0;83.30999755859375%
it's a good platform;positive;4;38.88999938964844%
I love it so much;positive;0;72.18000030517578%
this app is the best but gives me some problems;positive;1;43.349998474121094%
cute;positive;0;16.670000076293945%
besttest app for listening music;positive;0;47.77000045776367%
enjoyable x;positive;5;38.88999938964844%
very satisfied;positive;2;58.33000183105469%
Best and good;positive;4;38.88999938964844%
best app ever, for me;positive;0;79.13999938964844%
me encanta que la app tiene potcas y música y si no tienes premium son muy pocos los anuncios y muy rápidos;positive;3;51.47999954223633%
I love having my music with me and on other devices! I've used this app for over a decade. It just keeps getting better!;positive;0;39.25%
It's really helpful and once you tried it you'll know that it's has a high quality in terms of music and setting the standards for a music player, even if you're a free user and not a premium you'll enjoy it;positive;2;33.33000183105469%
great experience;positive;5;72.06999969482422%
Spotify: An Amazing experience!;positive;0;57.630001068115234%
this app is amazing;positive;0;72.16999816894531%
great music 🎶;positive;2;51.54999923706055%
Sure beats writing to a CD;positive;4;54.119998931884766%
gooooooooooodddd;positive;0;16.670000076293945%
it's pretty good but could use improvements, couldn't we all? when will we be able to comment on the songs and album? truly connect the music fan community.;positive;2;59.290000915527344%
good;positive;4;58.33000183105469%
Nice;positive;3;58.33000183105469%
very good;positive;4;58.33000183105469%
The best;positive;0;58.33000183105469%
lovely 😍 👌;positive;2;58.33000183105469%
good suggestions. clear sounds!;positive;3;43.349998474121094%
I have to have my Spotify. I ask myself why am i paying for a subscription when I can easily just use YouTube for free (ads of course) ? Because Spotify is the bomb. Definitely worth the 13bucks a month.;positive;1;73.87000274658203%
amazing app...;positive;0;72.16999816894531%
My favorite music app. cant get it wrong;positive;1;45.380001068115234%
spotify was great music aap superb i like most;positive;3;26.65999984741211%
Top music player!;positive;3;79.11000061035156%
excellent experience 👏 👌 👍.;positive;3;38.88999938964844%
love this app for its nonstop songs and pls also decrease the add counts and plz make the app completely free;positive;2;33.93000030517578%
this application is very nice;positive;3;72.13999938964844%
I really appreciate and love it because it satisfied my music feeling 💕;positive;5;36.2599983215332%
love Spotify!! I would t change music app for anything else!!;positive;0;36.36000061035156%
good quality app;positive;3;45.380001068115234%
Please are we paying money for download;positive;1;83.33000183105469%
love this app;positive;0;72.16999816894531%
very good;positive;4;58.33000183105469%
very good;positive;4;58.33000183105469%
19 ot of 10;positive;0;16.670000076293945%
Best music playing service in my opinion I loved the seems unlimited downloading music option deifntley helped with my flight;positive;5;29.440000534057617%
everyone needs Spotify;positive;1;44.880001068115234%
it's great but to many ads;positive;4;53.790000915527344%
